age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_true,y_score,segment_id
50,blue-collar,divorced,professional.course,no,yes,no,telephone,nov,tue,2,7,2,success,-1.1,94.767,-50.8,1.049,4963.6,1,0.7674762461346092,2
31,admin.,married,university.degree,no,yes,no,cellular,sep,fri,2,13,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7668029060415185,0
53,management,divorced,university.degree,no,no,yes,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.7666780091403514,0
83,retired,married,professional.course,no,yes,no,cellular,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,1,0.7663533778143734,0
29,technician,single,professional.course,no,no,no,cellular,nov,tue,2,1,1,success,-1.1,94.767,-50.8,1.046,4963.6,1,0.7644046296782733,2
45,blue-collar,married,high.school,no,yes,yes,cellular,nov,mon,2,5,3,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.7641378770589966,2
38,technician,single,professional.course,no,yes,no,cellular,sep,thu,3,22,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7638199070124748,0
56,retired,married,professional.course,no,unknown,unknown,cellular,oct,thu,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.7633787033684434,0
29,admin.,single,university.degree,no,no,no,cellular,sep,fri,4,6,1,success,-1.1,94.199,-37.5,0.878,4963.6,0,0.763284479060146,0
36,unemployed,single,high.school,no,yes,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.760297567934773,0
59,admin.,married,unknown,no,yes,yes,cellular,sep,mon,3,3,1,success,-3.4,92.379,-29.8,0.797,5017.5,1,0.7601231683340329,0
31,services,single,high.school,no,yes,no,cellular,sep,fri,2,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7600286492993291,0
85,retired,divorced,basic.4y,unknown,yes,no,cellular,dec,mon,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.7597501305870039,0
76,retired,single,basic.4y,no,no,no,cellular,nov,mon,4,6,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7581994049252173,0
65,management,married,unknown,no,no,no,cellular,dec,wed,2,9,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.7576130993606993,0
54,admin.,divorced,university.degree,no,yes,no,cellular,oct,wed,2,6,2,success,-3.4,92.431,-26.9,0.735,5017.5,0,0.7562069858849747,0
30,student,single,high.school,no,yes,no,cellular,oct,tue,1,17,2,failure,-1.1,94.601,-49.5,1.037,4963.6,0,0.7551194803327734,2
30,technician,single,professional.course,no,no,no,cellular,sep,tue,1,6,1,success,-1.1,94.199,-37.5,0.877,4963.6,0,0.7545773136993981,0
34,admin.,married,university.degree,no,no,yes,cellular,dec,tue,2,6,2,success,-3.0,92.713,-33.0,0.707,5023.5,1,0.7543067266896201,0
72,admin.,married,university.degree,unknown,no,yes,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,1,0.7540915593312538,0
60,retired,married,university.degree,no,no,no,cellular,dec,fri,3,6,2,success,-3.0,92.713,-33.0,0.718,5023.5,1,0.7533838680727029,0
30,student,single,professional.course,no,yes,no,cellular,sep,mon,4,19,1,success,-1.1,94.199,-37.5,0.879,4963.6,0,0.7524372286328488,0
28,admin.,single,university.degree,no,yes,no,cellular,sep,mon,2,6,3,success,-1.1,94.199,-37.5,0.882,4963.6,0,0.7524069760486382,0
37,admin.,single,university.degree,no,no,no,cellular,sep,thu,1,3,4,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7518971082388195,0
74,retired,married,professional.course,no,yes,no,cellular,oct,thu,2,3,1,success,-3.4,92.431,-26.9,0.74,5017.5,0,0.7512203898826784,0
62,retired,married,university.degree,no,yes,no,cellular,dec,wed,1,6,1,success,-3.0,92.713,-33.0,0.706,5023.5,1,0.748088076539877,0
48,admin.,married,high.school,unknown,no,yes,cellular,dec,thu,1,8,1,success,-3.0,92.713,-33.0,0.72,5023.5,1,0.7480850945955934,0
54,self-employed,married,university.degree,no,yes,no,cellular,oct,thu,6,6,1,success,-1.1,94.601,-49.5,0.987,4963.6,0,0.7478891227446088,2
31,technician,married,university.degree,no,no,no,cellular,oct,tue,2,12,3,failure,-1.1,94.601,-49.5,0.982,4963.6,0,0.7474939051010685,2
64,unemployed,divorced,basic.9y,no,yes,no,cellular,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,0,0.7462778821255753,1
23,student,single,high.school,no,no,yes,cellular,oct,fri,1,3,1,success,-1.1,94.601,-49.5,1.029,4963.6,1,0.7454764340312661,2
28,technician,single,high.school,no,unknown,unknown,cellular,oct,wed,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,1,0.7451642658844476,0
36,management,married,university.degree,no,no,yes,cellular,nov,wed,3,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7446998389579802,0
30,self-employed,single,university.degree,no,yes,yes,cellular,dec,fri,2,6,1,success,-3.0,92.713,-33.0,0.71,5023.5,0,0.7442582973884175,0
31,admin.,single,high.school,no,no,no,cellular,sep,fri,2,3,2,success,-1.1,94.199,-37.5,0.883,4963.6,1,0.7442035938861769,0
74,retired,married,basic.9y,no,yes,no,cellular,oct,thu,2,6,1,success,-3.4,92.431,-26.9,0.74,5017.5,1,0.743831179996077,0
32,technician,married,basic.9y,no,no,no,cellular,sep,wed,1,6,5,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7434502162522391,0
60,technician,married,basic.4y,no,yes,no,cellular,oct,tue,2,6,1,success,-3.4,92.431,-26.9,0.737,5017.5,1,0.7429217149435414,0
34,admin.,married,professional.course,no,no,no,cellular,sep,tue,1,3,3,success,-1.1,94.199,-37.5,0.877,4963.6,1,0.7428776851559838,0
47,management,married,university.degree,no,no,no,cellular,sep,thu,1,17,2,success,-1.1,94.199,-37.5,0.884,4963.6,1,0.7418591262675399,0
27,technician,single,university.degree,no,yes,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7409250488920599,0
31,technician,married,university.degree,no,no,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.878,4963.6,1,0.7406724687062491,0
61,retired,married,high.school,no,yes,no,cellular,sep,wed,1,3,1,success,-3.4,92.379,-29.8,0.753,5017.5,1,0.7399707927117998,0
59,housemaid,married,basic.4y,no,yes,no,cellular,oct,tue,2,6,1,success,-3.4,92.431,-26.9,0.737,5017.5,1,0.7388703221179213,0
41,management,married,unknown,no,no,yes,cellular,nov,fri,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.7388053247552999,0
56,unemployed,married,professional.course,no,no,no,cellular,sep,fri,3,6,1,success,-3.4,92.379,-29.8,0.762,5017.5,1,0.7374174934149077,0
27,admin.,single,university.degree,no,no,no,cellular,sep,thu,3,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.737091442216639,0
60,unemployed,married,basic.4y,no,no,no,cellular,nov,thu,2,6,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.7370542973876849,0
55,services,married,basic.9y,no,yes,no,cellular,dec,wed,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.7353386070629244,0
62,retired,married,high.school,no,no,no,cellular,oct,wed,1,6,1,success,-3.4,92.431,-26.9,0.724,5017.5,1,0.7345796795670118,0
61,management,married,university.degree,no,yes,no,cellular,nov,tue,1,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.734561422596363,0
78,retired,divorced,basic.4y,no,yes,no,cellular,nov,thu,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.7339587894593204,0
32,admin.,married,high.school,no,unknown,unknown,cellular,sep,mon,1,6,4,success,-1.1,94.199,-37.5,0.882,4963.6,1,0.7337381763164287,0
29,admin.,single,university.degree,no,no,no,cellular,sep,tue,2,3,3,success,-1.1,94.199,-37.5,0.88,4963.6,1,0.7330764235588099,0
43,technician,married,high.school,no,yes,yes,cellular,sep,thu,1,3,2,success,-3.4,92.379,-29.8,0.809,5017.5,0,0.7329131705723891,0
47,technician,married,basic.6y,no,no,no,cellular,sep,mon,2,6,3,success,-1.1,94.199,-37.5,0.882,4963.6,0,0.7322035758171016,0
61,admin.,married,high.school,no,yes,yes,cellular,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,1,0.7320116879339477,1
29,technician,single,professional.course,no,unknown,unknown,cellular,sep,fri,1,3,2,success,-1.1,94.199,-37.5,0.878,4963.6,1,0.7313452016158951,0
26,technician,single,professional.course,no,yes,no,cellular,sep,fri,1,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7312391852145307,0
53,admin.,married,university.degree,no,no,no,cellular,dec,thu,1,6,1,success,-3.0,92.713,-33.0,0.72,5023.5,0,0.7294869495811899,0
52,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,3,9,1,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.7282217420317325,0
55,admin.,married,professional.course,no,yes,no,cellular,dec,thu,1,9,2,success,-3.0,92.713,-33.0,0.714,5023.5,1,0.7278394852264829,0
59,management,married,university.degree,no,yes,no,cellular,sep,fri,2,3,1,success,-3.4,92.379,-29.8,0.803,5017.5,1,0.7276660210337127,0
34,technician,married,unknown,no,yes,no,cellular,nov,tue,1,1,4,success,-1.1,94.767,-50.8,1.046,4963.6,0,0.7273474934974826,2
70,admin.,married,basic.4y,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,0,0.7267874084471844,0
48,admin.,married,basic.6y,no,yes,no,cellular,oct,tue,2,5,2,success,-3.4,92.431,-26.9,0.742,5017.5,0,0.7260343448985277,0
89,retired,divorced,basic.4y,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,1,0.7260195335271108,1
88,retired,married,basic.4y,no,no,no,cellular,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0,0.7255072300028022,1
61,blue-collar,married,high.school,no,no,no,cellular,oct,wed,1,2,1,success,-3.4,92.431,-26.9,0.724,5017.5,0,0.7252709244162118,0
68,retired,married,basic.4y,no,yes,no,cellular,oct,tue,1,6,2,success,-3.4,92.431,-26.9,0.728,5017.5,1,0.7252675923222225,0
60,self-employed,divorced,university.degree,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.755,5017.5,1,0.7244309980555999,0
43,entrepreneur,married,university.degree,no,no,no,cellular,sep,mon,1,3,1,success,-1.1,94.199,-37.5,0.882,4963.6,1,0.7228140167836292,0
32,student,single,high.school,no,no,no,cellular,sep,tue,2,3,1,success,-1.1,94.199,-37.5,0.877,4963.6,0,0.7224221274432918,0
24,technician,single,university.degree,no,yes,yes,cellular,nov,tue,3,6,3,failure,-1.1,94.767,-50.8,1.049,4963.6,1,0.7219681518603759,2
56,blue-collar,married,basic.4y,unknown,yes,no,cellular,dec,tue,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.7215111317569304,0
54,management,divorced,university.degree,no,yes,no,cellular,oct,thu,2,6,1,success,-3.4,92.431,-26.9,0.741,5017.5,1,0.7212064936473712,0
44,admin.,married,university.degree,no,yes,no,cellular,oct,wed,3,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.7209822785481126,0
88,retired,married,basic.4y,no,no,no,cellular,sep,mon,2,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0,0.7208306270730851,1
56,admin.,married,university.degree,no,yes,no,cellular,sep,thu,2,3,2,success,-3.4,92.379,-29.8,0.778,5017.5,1,0.7201220305210415,0
37,admin.,single,high.school,no,no,no,telephone,oct,thu,1,3,1,success,-1.1,94.601,-49.5,0.987,4963.6,1,0.7194704216043115,2
32,admin.,married,professional.course,no,no,yes,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,1,0.7193277566488896,0
57,admin.,married,university.degree,no,no,no,cellular,nov,wed,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.719089479115548,0
51,services,married,high.school,no,yes,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,0,0.7178049596031214,0
50,management,married,university.degree,no,yes,no,cellular,oct,thu,2,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,1,0.7174219614566001,0
34,admin.,married,university.degree,no,yes,no,cellular,sep,wed,1,18,2,failure,-1.1,94.199,-37.5,0.886,4963.6,0,0.7168681620436973,0
56,retired,married,university.degree,no,yes,no,cellular,nov,wed,2,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.7163870159407129,0
70,retired,married,basic.4y,no,no,no,cellular,sep,tue,1,3,2,success,-3.4,92.379,-29.8,0.77,5017.5,1,0.7149201266251928,0
43,admin.,married,high.school,no,yes,no,cellular,dec,tue,4,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,0,0.7143606298383667,0
29,admin.,single,high.school,no,no,no,telephone,oct,thu,2,6,1,success,-1.1,94.601,-49.5,1.025,4963.6,1,0.7135059818733326,2
61,management,married,university.degree,no,yes,no,cellular,nov,tue,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7131633560204695,0
45,admin.,married,university.degree,no,no,no,cellular,dec,thu,2,6,1,success,-3.0,92.713,-33.0,0.707,5023.5,1,0.7131585337388907,0
35,admin.,married,university.degree,no,yes,no,cellular,sep,wed,2,18,2,failure,-1.1,94.199,-37.5,0.886,4963.6,0,0.7121027797599793,0
31,student,single,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,1,0.7105643897424679,1
29,admin.,single,university.degree,no,no,yes,cellular,nov,wed,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7099753133882656,0
64,housemaid,married,basic.4y,no,no,no,cellular,dec,thu,1,6,2,success,-3.0,92.713,-33.0,0.714,5023.5,1,0.7099239593752883,0
60,retired,married,professional.course,no,yes,no,cellular,sep,thu,1,3,1,success,-3.4,92.379,-29.8,0.809,5017.5,1,0.7091159795168499,0
42,services,married,university.degree,no,no,no,cellular,dec,wed,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.7089251364994094,0
21,student,single,university.degree,no,yes,no,cellular,dec,fri,3,6,1,success,-3.0,92.713,-33.0,0.71,5023.5,1,0.7081298367454806,0
56,technician,married,basic.4y,no,no,no,cellular,oct,thu,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.7068180573478371,0
50,technician,married,professional.course,no,unknown,unknown,cellular,oct,fri,1,8,2,failure,-3.4,92.431,-26.9,0.739,5017.5,1,0.705985758067245,0
47,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,4,6,1,success,-3.4,92.649,-30.1,0.72,5017.5,1,0.7058062696477093,0
63,housemaid,married,basic.4y,no,yes,no,cellular,sep,wed,1,3,1,success,-3.4,92.379,-29.8,0.749,5017.5,1,0.7037538224433925,0
56,technician,married,basic.4y,no,no,no,cellular,oct,thu,3,3,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.7033447576483908,0
61,admin.,married,high.school,no,yes,no,cellular,nov,wed,1,21,5,failure,-1.1,94.767,-50.8,1.044,4963.6,1,0.7029449630447075,2
53,technician,married,professional.course,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,1,0.7024797395906794,0
52,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7021737495163783,0
84,retired,divorced,basic.4y,unknown,yes,no,cellular,oct,fri,4,999,0,nonexistent,-1.1,94.601,-49.5,0.993,4963.6,0,0.7021600439349781,1
41,management,divorced,university.degree,no,no,no,cellular,sep,fri,5,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7020350903545979,0
30,management,married,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,1,0.7018473532465749,1
55,admin.,married,high.school,no,no,no,telephone,oct,mon,2,10,3,success,-1.1,94.601,-49.5,0.977,4963.6,0,0.7017004721468434,2
31,admin.,single,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-1.1,94.767,-50.8,1.048,4963.6,0,0.7014707847236978,1
53,housemaid,married,basic.4y,no,no,yes,telephone,nov,wed,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7014404950242041,0
69,retired,married,basic.9y,no,yes,no,cellular,sep,wed,1,5,1,success,-3.4,92.379,-29.8,0.781,5017.5,0,0.7008340250824494,0
48,management,married,university.degree,no,no,no,cellular,oct,wed,1,6,1,success,-3.4,92.431,-26.9,0.74,5017.5,1,0.7007994230253705,0
38,admin.,married,university.degree,no,yes,no,cellular,oct,wed,1,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.6999594711245348,0
36,admin.,married,university.degree,no,yes,no,cellular,oct,wed,1,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.6999594711245348,0
55,retired,married,high.school,no,yes,no,cellular,oct,thu,2,7,1,success,-3.4,92.431,-26.9,0.722,5017.5,1,0.6991944700737434,0
39,entrepreneur,married,basic.6y,no,yes,no,cellular,sep,tue,2,16,1,success,-3.4,92.379,-29.8,0.819,5017.5,1,0.6991626710632766,0
56,retired,married,university.degree,no,no,no,cellular,nov,wed,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6988139852354193,0
24,technician,married,university.degree,no,yes,yes,cellular,sep,tue,2,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,1,0.698761182650886,0
38,unemployed,single,high.school,no,yes,no,cellular,dec,fri,4,6,1,success,-3.0,92.713,-33.0,0.71,5023.5,1,0.6979738939319452,0
86,retired,divorced,basic.4y,no,unknown,unknown,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.6977761606636144,1
37,admin.,married,university.degree,no,no,yes,cellular,dec,mon,2,6,1,success,-3.0,92.713,-33.0,0.706,5023.5,1,0.6976152218987502,0
32,admin.,married,university.degree,no,yes,no,cellular,oct,wed,2,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.6974283663330995,0
19,student,single,basic.9y,no,yes,no,cellular,nov,wed,1,999,1,failure,-1.1,94.767,-50.8,1.048,4963.6,0,0.6973806565549016,1
56,unknown,married,basic.4y,no,no,no,cellular,oct,tue,1,2,2,success,-3.4,92.431,-26.9,0.744,5017.5,1,0.6971827648095467,0
57,retired,married,basic.4y,no,yes,no,cellular,nov,wed,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,0,0.697057293853651,0
68,retired,single,university.degree,no,yes,no,cellular,sep,fri,1,3,1,success,-3.4,92.379,-29.8,0.741,5017.5,0,0.6967233188332764,0
56,technician,divorced,university.degree,no,no,no,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6962974391464695,0
20,student,single,high.school,no,yes,no,cellular,nov,wed,1,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.693690952363421,0
42,blue-collar,married,professional.course,no,yes,no,cellular,oct,wed,1,7,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.6934327100971683,0
38,admin.,married,university.degree,no,no,no,cellular,nov,tue,2,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6923691763721548,0
60,admin.,married,unknown,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,0,0.6909138673077939,1
54,admin.,married,high.school,no,yes,no,cellular,nov,fri,1,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6907143268085781,0
28,admin.,single,high.school,no,no,no,cellular,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.6901646171866432,1
22,services,single,professional.course,no,yes,yes,cellular,sep,tue,1,3,2,success,-3.4,92.379,-29.8,0.755,5017.5,1,0.6901097529089113,0
28,technician,single,professional.course,no,yes,no,cellular,nov,wed,2,6,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6898842069927178,0
65,retired,single,university.degree,no,no,no,cellular,nov,thu,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6894926853203037,0
34,technician,married,professional.course,no,yes,no,cellular,oct,wed,2,8,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.6892280608239666,0
22,self-employed,single,professional.course,no,yes,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.6875630226985886,1
38,admin.,married,university.degree,no,yes,no,cellular,oct,fri,2,8,1,success,-3.4,92.431,-26.9,0.739,5017.5,0,0.6866675532379832,0
38,housemaid,divorced,university.degree,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,1,0.6862312757272453,1
31,admin.,single,high.school,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,1,0.6855694847806231,1
38,entrepreneur,married,university.degree,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,0,0.6849106660877191,1
72,retired,married,basic.4y,no,no,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.72,5017.5,0,0.6839248114790566,0
60,retired,married,professional.course,no,no,yes,cellular,oct,wed,2,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,0,0.6834977738427535,1
71,retired,married,professional.course,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,1,0.6832608276927781,1
44,admin.,married,university.degree,no,yes,no,cellular,sep,thu,1,14,1,success,-3.4,92.379,-29.8,0.809,5017.5,0,0.683177464891329,0
22,student,single,university.degree,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,0,0.6830377782557022,1
49,admin.,divorced,university.degree,no,yes,no,cellular,sep,fri,3,3,1,success,-3.4,92.379,-29.8,0.773,5017.5,1,0.6826685519058907,0
30,technician,married,university.degree,no,yes,no,cellular,dec,thu,2,6,1,success,-3.0,92.713,-33.0,0.72,5023.5,1,0.6823482422713305,0
65,retired,married,university.degree,no,no,no,cellular,nov,fri,1,3,3,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6820274295390766,0
23,student,single,university.degree,no,yes,no,cellular,dec,fri,2,6,2,success,-3.0,92.713,-33.0,0.718,5023.5,0,0.6813481546419791,0
27,technician,single,university.degree,no,yes,no,cellular,dec,tue,3,10,1,success,-3.0,92.713,-33.0,0.708,5023.5,1,0.6811860701459499,0
52,technician,married,professional.course,no,yes,no,cellular,nov,fri,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6804322233589999,0
27,technician,single,university.degree,no,yes,no,cellular,dec,tue,3,6,2,success,-3.0,92.713,-33.0,0.707,5023.5,1,0.6781701705574508,0
49,technician,divorced,unknown,no,yes,no,cellular,oct,thu,1,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,0,0.6778678717400194,0
45,technician,married,professional.course,no,no,no,cellular,oct,thu,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.677206188632224,0
26,technician,single,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.6767229683979391,1
24,student,single,unknown,no,yes,no,cellular,nov,wed,2,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6761861321871614,0
31,housemaid,single,university.degree,no,no,no,cellular,nov,mon,4,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,0,0.6756073353271401,1
31,admin.,single,high.school,no,no,no,cellular,sep,mon,5,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.6752399258471663,0
34,admin.,divorced,high.school,no,no,no,cellular,nov,tue,2,6,3,success,-3.4,92.649,-30.1,0.716,5017.5,0,0.674694198640448,0
26,admin.,single,university.degree,no,yes,yes,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,0,0.674529663841054,1
72,retired,married,basic.4y,no,no,no,cellular,sep,fri,1,3,2,success,-3.4,92.379,-29.8,0.803,5017.5,1,0.6740684966816171,0
29,management,married,university.degree,no,yes,no,cellular,nov,wed,1,9,1,success,-3.4,92.649,-30.1,0.719,5017.5,0,0.6739405288643284,0
25,admin.,single,university.degree,no,no,yes,cellular,nov,mon,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.673926998522647,0
32,admin.,married,university.degree,no,yes,no,cellular,nov,wed,3,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,0,0.6738224372434231,1
29,admin.,single,university.degree,no,no,no,cellular,oct,mon,2,12,2,failure,-1.1,94.601,-49.5,0.977,4963.6,0,0.6718816583044716,2
26,admin.,single,university.degree,no,yes,no,cellular,nov,tue,3,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6717555705562563,0
34,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6712198984087457,0
39,entrepreneur,married,professional.course,no,no,no,telephone,sep,wed,3,6,1,success,-1.1,94.199,-37.5,0.876,4963.6,1,0.669847775271378,0
29,admin.,single,high.school,no,yes,no,cellular,nov,fri,2,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6695002525178513,0
34,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,6,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6694816995660369,0
36,admin.,single,university.degree,no,yes,no,cellular,oct,wed,1,2,2,success,-3.4,92.431,-26.9,0.742,5017.5,0,0.6684393496437969,0
33,admin.,married,university.degree,no,yes,no,cellular,oct,tue,2,6,1,success,-3.4,92.431,-26.9,0.737,5017.5,1,0.6667955607849966,0
86,retired,married,basic.4y,no,yes,no,cellular,sep,tue,3,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,1,0.6667420377624645,1
51,technician,married,university.degree,no,yes,no,cellular,sep,thu,6,6,4,failure,-1.1,94.199,-37.5,0.884,4963.6,0,0.6666445408630026,0
39,technician,married,university.degree,no,no,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,1,0.6656834528255089,0
32,admin.,single,university.degree,no,no,no,cellular,oct,fri,2,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,0,0.6655253684551854,0
48,management,divorced,university.degree,no,yes,no,cellular,nov,wed,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6651639279319199,0
27,technician,single,university.degree,no,no,no,cellular,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,0,0.664990428950507,1
49,admin.,married,high.school,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,1,0.6637364874548761,0
35,admin.,single,high.school,no,no,yes,cellular,nov,wed,2,7,2,failure,-3.4,92.649,-30.1,0.715,5017.5,0,0.662130200324017,0
36,services,married,high.school,no,yes,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,0,0.6620688764109995,0
56,retired,married,professional.course,no,no,no,cellular,oct,thu,1,3,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.6620589886459541,0
57,admin.,single,high.school,no,no,no,cellular,dec,mon,1,6,2,success,-3.0,92.713,-33.0,0.715,5023.5,0,0.6612160597500532,0
