age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_true,y_score
38,technician,single,professional.course,no,yes,no,cellular,sep,thu,3,22,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7638199070124748
56,retired,married,professional.course,no,unknown,unknown,cellular,oct,thu,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.7633787033684434
29,admin.,single,university.degree,no,no,no,cellular,sep,fri,4,6,1,success,-1.1,94.199,-37.5,0.878,4963.6,0,0.763284479060146
36,unemployed,single,high.school,no,yes,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.760297567934773
59,admin.,married,unknown,no,yes,yes,cellular,sep,mon,3,3,1,success,-3.4,92.379,-29.8,0.797,5017.5,1,0.7601231683340329
31,services,single,high.school,no,yes,no,cellular,sep,fri,2,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7600286492993291
85,retired,divorced,basic.4y,unknown,yes,no,cellular,dec,mon,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.7597501305870039
76,retired,single,basic.4y,no,no,no,cellular,nov,mon,4,6,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7581994049252173
65,management,married,unknown,no,no,no,cellular,dec,wed,2,9,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.7576130993606993
54,admin.,divorced,university.degree,no,yes,no,cellular,oct,wed,2,6,2,success,-3.4,92.431,-26.9,0.735,5017.5,0,0.7562069858849747
30,student,single,high.school,no,yes,no,cellular,oct,tue,1,17,2,failure,-1.1,94.601,-49.5,1.037,4963.6,0,0.7551194803327734
30,technician,single,professional.course,no,no,no,cellular,sep,tue,1,6,1,success,-1.1,94.199,-37.5,0.877,4963.6,0,0.7545773136993981
34,admin.,married,university.degree,no,no,yes,cellular,dec,tue,2,6,2,success,-3.0,92.713,-33.0,0.707,5023.5,1,0.7543067266896201
72,admin.,married,university.degree,unknown,no,yes,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,1,0.7540915593312538
60,retired,married,university.degree,no,no,no,cellular,dec,fri,3,6,2,success,-3.0,92.713,-33.0,0.718,5023.5,1,0.7533838680727029
30,student,single,professional.course,no,yes,no,cellular,sep,mon,4,19,1,success,-1.1,94.199,-37.5,0.879,4963.6,0,0.7524372286328488
28,admin.,single,university.degree,no,yes,no,cellular,sep,mon,2,6,3,success,-1.1,94.199,-37.5,0.882,4963.6,0,0.7524069760486382
37,admin.,single,university.degree,no,no,no,cellular,sep,thu,1,3,4,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7518971082388195
74,retired,married,professional.course,no,yes,no,cellular,oct,thu,2,3,1,success,-3.4,92.431,-26.9,0.74,5017.5,0,0.7512203898826784
62,retired,married,university.degree,no,yes,no,cellular,dec,wed,1,6,1,success,-3.0,92.713,-33.0,0.706,5023.5,1,0.748088076539877
48,admin.,married,high.school,unknown,no,yes,cellular,dec,thu,1,8,1,success,-3.0,92.713,-33.0,0.72,5023.5,1,0.7480850945955934
54,self-employed,married,university.degree,no,yes,no,cellular,oct,thu,6,6,1,success,-1.1,94.601,-49.5,0.987,4963.6,0,0.7478891227446088
31,technician,married,university.degree,no,no,no,cellular,oct,tue,2,12,3,failure,-1.1,94.601,-49.5,0.982,4963.6,0,0.7474939051010685
64,unemployed,divorced,basic.9y,no,yes,no,cellular,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,0,0.7462778821255753
23,student,single,high.school,no,no,yes,cellular,oct,fri,1,3,1,success,-1.1,94.601,-49.5,1.029,4963.6,1,0.7454764340312661
28,technician,single,high.school,no,unknown,unknown,cellular,oct,wed,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,1,0.7451642658844476
36,management,married,university.degree,no,no,yes,cellular,nov,wed,3,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7446998389579802
30,self-employed,single,university.degree,no,yes,yes,cellular,dec,fri,2,6,1,success,-3.0,92.713,-33.0,0.71,5023.5,0,0.7442582973884175
31,admin.,single,high.school,no,no,no,cellular,sep,fri,2,3,2,success,-1.1,94.199,-37.5,0.883,4963.6,1,0.7442035938861769
74,retired,married,basic.9y,no,yes,no,cellular,oct,thu,2,6,1,success,-3.4,92.431,-26.9,0.74,5017.5,1,0.743831179996077
32,technician,married,basic.9y,no,no,no,cellular,sep,wed,1,6,5,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7434502162522391
60,technician,married,basic.4y,no,yes,no,cellular,oct,tue,2,6,1,success,-3.4,92.431,-26.9,0.737,5017.5,1,0.7429217149435414
34,admin.,married,professional.course,no,no,no,cellular,sep,tue,1,3,3,success,-1.1,94.199,-37.5,0.877,4963.6,1,0.7428776851559838
47,management,married,university.degree,no,no,no,cellular,sep,thu,1,17,2,success,-1.1,94.199,-37.5,0.884,4963.6,1,0.7418591262675399
27,technician,single,university.degree,no,yes,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7409250488920599
31,technician,married,university.degree,no,no,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.878,4963.6,1,0.7406724687062491
61,retired,married,high.school,no,yes,no,cellular,sep,wed,1,3,1,success,-3.4,92.379,-29.8,0.753,5017.5,1,0.7399707927117998
59,housemaid,married,basic.4y,no,yes,no,cellular,oct,tue,2,6,1,success,-3.4,92.431,-26.9,0.737,5017.5,1,0.7388703221179213
41,management,married,unknown,no,no,yes,cellular,nov,fri,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.7388053247552999
56,unemployed,married,professional.course,no,no,no,cellular,sep,fri,3,6,1,success,-3.4,92.379,-29.8,0.762,5017.5,1,0.7374174934149077
27,admin.,single,university.degree,no,no,no,cellular,sep,thu,3,3,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.737091442216639
60,unemployed,married,basic.4y,no,no,no,cellular,nov,thu,2,6,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.7370542973876849
55,services,married,basic.9y,no,yes,no,cellular,dec,wed,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.7353386070629244
62,retired,married,high.school,no,no,no,cellular,oct,wed,1,6,1,success,-3.4,92.431,-26.9,0.724,5017.5,1,0.7345796795670118
61,management,married,university.degree,no,yes,no,cellular,nov,tue,1,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.734561422596363
78,retired,divorced,basic.4y,no,yes,no,cellular,nov,thu,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.7339587894593204
32,admin.,married,high.school,no,unknown,unknown,cellular,sep,mon,1,6,4,success,-1.1,94.199,-37.5,0.882,4963.6,1,0.7337381763164287
29,admin.,single,university.degree,no,no,no,cellular,sep,tue,2,3,3,success,-1.1,94.199,-37.5,0.88,4963.6,1,0.7330764235588099
43,technician,married,high.school,no,yes,yes,cellular,sep,thu,1,3,2,success,-3.4,92.379,-29.8,0.809,5017.5,0,0.7329131705723891
47,technician,married,basic.6y,no,no,no,cellular,sep,mon,2,6,3,success,-1.1,94.199,-37.5,0.882,4963.6,0,0.7322035758171016
61,admin.,married,high.school,no,yes,yes,cellular,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,1,0.7320116879339477
29,technician,single,professional.course,no,unknown,unknown,cellular,sep,fri,1,3,2,success,-1.1,94.199,-37.5,0.878,4963.6,1,0.7313452016158951
26,technician,single,professional.course,no,yes,no,cellular,sep,fri,1,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7312391852145307
53,admin.,married,university.degree,no,no,no,cellular,dec,thu,1,6,1,success,-3.0,92.713,-33.0,0.72,5023.5,0,0.7294869495811899
52,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,3,9,1,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.7282217420317325
55,admin.,married,professional.course,no,yes,no,cellular,dec,thu,1,9,2,success,-3.0,92.713,-33.0,0.714,5023.5,1,0.7278394852264829
59,management,married,university.degree,no,yes,no,cellular,sep,fri,2,3,1,success,-3.4,92.379,-29.8,0.803,5017.5,1,0.7276660210337127
34,technician,married,unknown,no,yes,no,cellular,nov,tue,1,1,4,success,-1.1,94.767,-50.8,1.046,4963.6,0,0.7273474934974826
70,admin.,married,basic.4y,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,0,0.7267874084471844
48,admin.,married,basic.6y,no,yes,no,cellular,oct,tue,2,5,2,success,-3.4,92.431,-26.9,0.742,5017.5,0,0.7260343448985277
89,retired,divorced,basic.4y,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,1,0.7260195335271108
88,retired,married,basic.4y,no,no,no,cellular,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0,0.7255072300028022
61,blue-collar,married,high.school,no,no,no,cellular,oct,wed,1,2,1,success,-3.4,92.431,-26.9,0.724,5017.5,0,0.7252709244162118
68,retired,married,basic.4y,no,yes,no,cellular,oct,tue,1,6,2,success,-3.4,92.431,-26.9,0.728,5017.5,1,0.7252675923222225
60,self-employed,divorced,university.degree,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.755,5017.5,1,0.7244309980555999
43,entrepreneur,married,university.degree,no,no,no,cellular,sep,mon,1,3,1,success,-1.1,94.199,-37.5,0.882,4963.6,1,0.7228140167836292
32,student,single,high.school,no,no,no,cellular,sep,tue,2,3,1,success,-1.1,94.199,-37.5,0.877,4963.6,0,0.7224221274432918
24,technician,single,university.degree,no,yes,yes,cellular,nov,tue,3,6,3,failure,-1.1,94.767,-50.8,1.049,4963.6,1,0.7219681518603759
56,blue-collar,married,basic.4y,unknown,yes,no,cellular,dec,tue,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.7215111317569304
54,management,divorced,university.degree,no,yes,no,cellular,oct,thu,2,6,1,success,-3.4,92.431,-26.9,0.741,5017.5,1,0.7212064936473712
44,admin.,married,university.degree,no,yes,no,cellular,oct,wed,3,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.7209822785481126
88,retired,married,basic.4y,no,no,no,cellular,sep,mon,2,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0,0.7208306270730851
56,admin.,married,university.degree,no,yes,no,cellular,sep,thu,2,3,2,success,-3.4,92.379,-29.8,0.778,5017.5,1,0.7201220305210415
37,admin.,single,high.school,no,no,no,telephone,oct,thu,1,3,1,success,-1.1,94.601,-49.5,0.987,4963.6,1,0.7194704216043115
32,admin.,married,professional.course,no,no,yes,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,1,0.7193277566488896
57,admin.,married,university.degree,no,no,no,cellular,nov,wed,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.719089479115548
51,services,married,high.school,no,yes,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,0,0.7178049596031214
50,management,married,university.degree,no,yes,no,cellular,oct,thu,2,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,1,0.7174219614566001
34,admin.,married,university.degree,no,yes,no,cellular,sep,wed,1,18,2,failure,-1.1,94.199,-37.5,0.886,4963.6,0,0.7168681620436973
56,retired,married,university.degree,no,yes,no,cellular,nov,wed,2,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.7163870159407129
70,retired,married,basic.4y,no,no,no,cellular,sep,tue,1,3,2,success,-3.4,92.379,-29.8,0.77,5017.5,1,0.7149201266251928
43,admin.,married,high.school,no,yes,no,cellular,dec,tue,4,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,0,0.7143606298383667
29,admin.,single,high.school,no,no,no,telephone,oct,thu,2,6,1,success,-1.1,94.601,-49.5,1.025,4963.6,1,0.7135059818733326
61,management,married,university.degree,no,yes,no,cellular,nov,tue,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7131633560204695
45,admin.,married,university.degree,no,no,no,cellular,dec,thu,2,6,1,success,-3.0,92.713,-33.0,0.707,5023.5,1,0.7131585337388907
35,admin.,married,university.degree,no,yes,no,cellular,sep,wed,2,18,2,failure,-1.1,94.199,-37.5,0.886,4963.6,0,0.7121027797599793
31,student,single,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,1,0.7105643897424679
29,admin.,single,university.degree,no,no,yes,cellular,nov,wed,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7099753133882656
64,housemaid,married,basic.4y,no,no,no,cellular,dec,thu,1,6,2,success,-3.0,92.713,-33.0,0.714,5023.5,1,0.7099239593752883
60,retired,married,professional.course,no,yes,no,cellular,sep,thu,1,3,1,success,-3.4,92.379,-29.8,0.809,5017.5,1,0.7091159795168499
42,services,married,university.degree,no,no,no,cellular,dec,wed,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.7089251364994094
21,student,single,university.degree,no,yes,no,cellular,dec,fri,3,6,1,success,-3.0,92.713,-33.0,0.71,5023.5,1,0.7081298367454806
56,technician,married,basic.4y,no,no,no,cellular,oct,thu,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.7068180573478371
50,technician,married,professional.course,no,unknown,unknown,cellular,oct,fri,1,8,2,failure,-3.4,92.431,-26.9,0.739,5017.5,1,0.705985758067245
47,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,4,6,1,success,-3.4,92.649,-30.1,0.72,5017.5,1,0.7058062696477093
63,housemaid,married,basic.4y,no,yes,no,cellular,sep,wed,1,3,1,success,-3.4,92.379,-29.8,0.749,5017.5,1,0.7037538224433925
56,technician,married,basic.4y,no,no,no,cellular,oct,thu,3,3,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.7033447576483908
61,admin.,married,high.school,no,yes,no,cellular,nov,wed,1,21,5,failure,-1.1,94.767,-50.8,1.044,4963.6,1,0.7029449630447075
53,technician,married,professional.course,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,1,0.7024797395906794
52,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7021737495163783
84,retired,divorced,basic.4y,unknown,yes,no,cellular,oct,fri,4,999,0,nonexistent,-1.1,94.601,-49.5,0.993,4963.6,0,0.7021600439349781
41,management,divorced,university.degree,no,no,no,cellular,sep,fri,5,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.7020350903545979
30,management,married,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,1,0.7018473532465749
55,admin.,married,high.school,no,no,no,telephone,oct,mon,2,10,3,success,-1.1,94.601,-49.5,0.977,4963.6,0,0.7017004721468434
31,admin.,single,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-1.1,94.767,-50.8,1.048,4963.6,0,0.7014707847236978
53,housemaid,married,basic.4y,no,no,yes,telephone,nov,wed,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.7014404950242041
69,retired,married,basic.9y,no,yes,no,cellular,sep,wed,1,5,1,success,-3.4,92.379,-29.8,0.781,5017.5,0,0.7008340250824494
48,management,married,university.degree,no,no,no,cellular,oct,wed,1,6,1,success,-3.4,92.431,-26.9,0.74,5017.5,1,0.7007994230253705
38,admin.,married,university.degree,no,yes,no,cellular,oct,wed,1,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.6999594711245348
36,admin.,married,university.degree,no,yes,no,cellular,oct,wed,1,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.6999594711245348
55,retired,married,high.school,no,yes,no,cellular,oct,thu,2,7,1,success,-3.4,92.431,-26.9,0.722,5017.5,1,0.6991944700737434
39,entrepreneur,married,basic.6y,no,yes,no,cellular,sep,tue,2,16,1,success,-3.4,92.379,-29.8,0.819,5017.5,1,0.6991626710632766
56,retired,married,university.degree,no,no,no,cellular,nov,wed,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6988139852354193
24,technician,married,university.degree,no,yes,yes,cellular,sep,tue,2,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,1,0.698761182650886
38,unemployed,single,high.school,no,yes,no,cellular,dec,fri,4,6,1,success,-3.0,92.713,-33.0,0.71,5023.5,1,0.6979738939319452
86,retired,divorced,basic.4y,no,unknown,unknown,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.6977761606636144
37,admin.,married,university.degree,no,no,yes,cellular,dec,mon,2,6,1,success,-3.0,92.713,-33.0,0.706,5023.5,1,0.6976152218987502
32,admin.,married,university.degree,no,yes,no,cellular,oct,wed,2,6,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.6974283663330995
19,student,single,basic.9y,no,yes,no,cellular,nov,wed,1,999,1,failure,-1.1,94.767,-50.8,1.048,4963.6,0,0.6973806565549016
56,unknown,married,basic.4y,no,no,no,cellular,oct,tue,1,2,2,success,-3.4,92.431,-26.9,0.744,5017.5,1,0.6971827648095467
57,retired,married,basic.4y,no,yes,no,cellular,nov,wed,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,0,0.697057293853651
68,retired,single,university.degree,no,yes,no,cellular,sep,fri,1,3,1,success,-3.4,92.379,-29.8,0.741,5017.5,0,0.6967233188332764
56,technician,divorced,university.degree,no,no,no,cellular,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6962974391464695
20,student,single,high.school,no,yes,no,cellular,nov,wed,1,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.693690952363421
42,blue-collar,married,professional.course,no,yes,no,cellular,oct,wed,1,7,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.6934327100971683
38,admin.,married,university.degree,no,no,no,cellular,nov,tue,2,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6923691763721548
60,admin.,married,unknown,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,0,0.6909138673077939
54,admin.,married,high.school,no,yes,no,cellular,nov,fri,1,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6907143268085781
28,admin.,single,high.school,no,no,no,cellular,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.6901646171866432
22,services,single,professional.course,no,yes,yes,cellular,sep,tue,1,3,2,success,-3.4,92.379,-29.8,0.755,5017.5,1,0.6901097529089113
28,technician,single,professional.course,no,yes,no,cellular,nov,wed,2,6,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6898842069927178
65,retired,single,university.degree,no,no,no,cellular,nov,thu,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6894926853203037
34,technician,married,professional.course,no,yes,no,cellular,oct,wed,2,8,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,0.6892280608239666
22,self-employed,single,professional.course,no,yes,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.6875630226985886
38,admin.,married,university.degree,no,yes,no,cellular,oct,fri,2,8,1,success,-3.4,92.431,-26.9,0.739,5017.5,0,0.6866675532379832
38,housemaid,divorced,university.degree,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,1,0.6862312757272453
31,admin.,single,high.school,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,1,0.6855694847806231
38,entrepreneur,married,university.degree,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,0,0.6849106660877191
72,retired,married,basic.4y,no,no,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.72,5017.5,0,0.6839248114790566
60,retired,married,professional.course,no,no,yes,cellular,oct,wed,2,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,0,0.6834977738427535
71,retired,married,professional.course,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,1,0.6832608276927781
44,admin.,married,university.degree,no,yes,no,cellular,sep,thu,1,14,1,success,-3.4,92.379,-29.8,0.809,5017.5,0,0.683177464891329
22,student,single,university.degree,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,0,0.6830377782557022
49,admin.,divorced,university.degree,no,yes,no,cellular,sep,fri,3,3,1,success,-3.4,92.379,-29.8,0.773,5017.5,1,0.6826685519058907
30,technician,married,university.degree,no,yes,no,cellular,dec,thu,2,6,1,success,-3.0,92.713,-33.0,0.72,5023.5,1,0.6823482422713305
65,retired,married,university.degree,no,no,no,cellular,nov,fri,1,3,3,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6820274295390766
23,student,single,university.degree,no,yes,no,cellular,dec,fri,2,6,2,success,-3.0,92.713,-33.0,0.718,5023.5,0,0.6813481546419791
27,technician,single,university.degree,no,yes,no,cellular,dec,tue,3,10,1,success,-3.0,92.713,-33.0,0.708,5023.5,1,0.6811860701459499
52,technician,married,professional.course,no,yes,no,cellular,nov,fri,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6804322233589999
27,technician,single,university.degree,no,yes,no,cellular,dec,tue,3,6,2,success,-3.0,92.713,-33.0,0.707,5023.5,1,0.6781701705574508
49,technician,divorced,unknown,no,yes,no,cellular,oct,thu,1,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,0,0.6778678717400194
45,technician,married,professional.course,no,no,no,cellular,oct,thu,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.677206188632224
26,technician,single,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.6767229683979391
24,student,single,unknown,no,yes,no,cellular,nov,wed,2,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6761861321871614
31,housemaid,single,university.degree,no,no,no,cellular,nov,mon,4,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,0,0.6756073353271401
31,admin.,single,high.school,no,no,no,cellular,sep,mon,5,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.6752399258471663
34,admin.,divorced,high.school,no,no,no,cellular,nov,tue,2,6,3,success,-3.4,92.649,-30.1,0.716,5017.5,0,0.674694198640448
26,admin.,single,university.degree,no,yes,yes,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,0,0.674529663841054
72,retired,married,basic.4y,no,no,no,cellular,sep,fri,1,3,2,success,-3.4,92.379,-29.8,0.803,5017.5,1,0.6740684966816171
29,management,married,university.degree,no,yes,no,cellular,nov,wed,1,9,1,success,-3.4,92.649,-30.1,0.719,5017.5,0,0.6739405288643284
25,admin.,single,university.degree,no,no,yes,cellular,nov,mon,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.673926998522647
32,admin.,married,university.degree,no,yes,no,cellular,nov,wed,3,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,0,0.6738224372434231
29,admin.,single,university.degree,no,no,no,cellular,oct,mon,2,12,2,failure,-1.1,94.601,-49.5,0.977,4963.6,0,0.6718816583044716
26,admin.,single,university.degree,no,yes,no,cellular,nov,tue,3,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6717555705562563
34,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6712198984087457
39,entrepreneur,married,professional.course,no,no,no,telephone,sep,wed,3,6,1,success,-1.1,94.199,-37.5,0.876,4963.6,1,0.669847775271378
29,admin.,single,high.school,no,yes,no,cellular,nov,fri,2,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6695002525178513
34,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,6,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6694816995660369
36,admin.,single,university.degree,no,yes,no,cellular,oct,wed,1,2,2,success,-3.4,92.431,-26.9,0.742,5017.5,0,0.6684393496437969
33,admin.,married,university.degree,no,yes,no,cellular,oct,tue,2,6,1,success,-3.4,92.431,-26.9,0.737,5017.5,1,0.6667955607849966
86,retired,married,basic.4y,no,yes,no,cellular,sep,tue,3,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,1,0.6667420377624645
51,technician,married,university.degree,no,yes,no,cellular,sep,thu,6,6,4,failure,-1.1,94.199,-37.5,0.884,4963.6,0,0.6666445408630026
39,technician,married,university.degree,no,no,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,1,0.6656834528255089
32,admin.,single,university.degree,no,no,no,cellular,oct,fri,2,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,0,0.6655253684551854
48,management,divorced,university.degree,no,yes,no,cellular,nov,wed,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.6651639279319199
27,technician,single,university.degree,no,no,no,cellular,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,0,0.664990428950507
49,admin.,married,high.school,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,1,0.6637364874548761
35,admin.,single,high.school,no,no,yes,cellular,nov,wed,2,7,2,failure,-3.4,92.649,-30.1,0.715,5017.5,0,0.662130200324017
36,services,married,high.school,no,yes,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,0,0.6620688764109995
56,retired,married,professional.course,no,no,no,cellular,oct,thu,1,3,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.6620589886459541
57,admin.,single,high.school,no,no,no,cellular,dec,mon,1,6,2,success,-3.0,92.713,-33.0,0.715,5023.5,0,0.6612160597500532
34,admin.,single,university.degree,no,no,no,cellular,sep,fri,3,3,2,success,-3.4,92.379,-29.8,0.773,5017.5,1,0.6609602832638588
62,blue-collar,married,unknown,no,no,no,cellular,oct,fri,3,999,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,0,0.6609587068494972
18,student,single,basic.4y,no,yes,no,telephone,nov,tue,1,13,2,success,-1.1,94.767,-50.8,1.049,4963.6,1,0.6607349913297088
91,retired,married,university.degree,no,no,yes,cellular,sep,wed,2,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,0,0.6603059874991862
47,admin.,divorced,high.school,no,yes,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,0,0.6591593896872242
40,services,married,high.school,no,yes,no,cellular,nov,thu,3,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.659028638875506
35,unemployed,married,university.degree,no,no,no,cellular,oct,thu,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.6585577795421521
39,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,2,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,1,0.6583237644545287
61,blue-collar,married,professional.course,no,yes,no,cellular,oct,thu,2,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,1,0.6580815839445983
64,retired,divorced,basic.4y,no,yes,yes,telephone,sep,fri,2,6,2,success,-1.1,94.199,-37.5,0.878,4963.6,1,0.6574794901879129
50,admin.,married,university.degree,no,no,no,cellular,nov,mon,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.6571519240275877
24,student,single,unknown,no,yes,no,cellular,sep,wed,1,17,4,failure,-1.1,94.199,-37.5,0.886,4963.6,0,0.657107631941139
